1,DC
2,DivineDominion
3,mikede
5,INpac
6,darky
8,Inarie
9,Neutral General
11,ZaRaK
12,BadWolf
13,matty
15,Steffen Schmidt
16,Jogurt
18,NelSoN
19,Jeanie301
20,DeathSoul
21,135
22,Phoenix
23,HILFlos
24,Avenger
25,Camrule
27,DTH
28,Argor
29,Crusoe
30,Fabi
31,nounselecter
32,morm
33,BorgZ
34,Ghost Rider
37,malalvisk
39,ABC-Clonkey
40,Ludo
41,Somian
42,Michael1990
43,Mp3
44,[PaC-MaN]
45,Chris
46,Mheatus
47,bizzl
48,MhhF
49,Samurai
50,shot9
51,Oli
52,Blackhawk
53,HeadHunter
54,psg1
55,Vald&egrave;Z
56,Sponk_XII
57,F-r-y
60,RaYmEn
62,mcat
63,strand
64,[Shizo]
65,suble
66,EwokChieftain
67,Camper4
69,Blazing69
70,mirk
72,msa
73,OJay
74,waterworld
75,Muhh
76,destro
79,XIII
80,christopher
82,_Zap!_
83,uwe1990
85,Hanf_Opa
86,pogi02
87,Ratte123
88,Scratch
89,Andale
90,Dschungel
91,Santana63801
92,Kiffer_Sohn
93,[2d] Reclaimer
94,Tinitus
95,hinsel
96,-del-
99,YellowRider
103,hamZta
104,Holger
106,kessy
107,Thorge
109,Chrischan
110,GoldenLuke
111,Life
112,Xan
113,akumura123
115,sgt. max
117,psYch0.cless
119,DoCToR7
121,graythread
122,Kiffer-Opa
123,Cyberworm
124,SirHenry
125,Animal_Inside
126,Ginalamia
127,j0k3
128,HansMaulwurf
129,sascha
130,]DPG[Stalker
132,nitris
133,TJeh
134,Lord Horazont
135,ScaraX
136,K0dO_ShOrOn
137,Jojo2145
139,N2O
140,TeD
141,~~MiR~IsT~HeIsS
142,dakilla
143,DriZzT
144,Mophi
145,Witch
146,NIXER
148,]DPG[h4zZ3n.de
149,Xena
150,Darth Shannon
152,Pompe
153,dari
155,Nexus
157,Genocide_ISETI
159,Jackie
160,DjKillerProof
161,Psydoman
164,Lys
165,Link2k
166,frogrico
167,bine52
169,BigKane
171,trunkenDANCER
172,mouz2D-BulliT
173,Tobe00
174,Jason
175,Kado
177,LALA
178,-Blaze-
179,KKL
180,[2D] aslex
181,Qauz
182,p3dr0
183,Paddy
184,Dominik
185,Phil91
187,F!ght3R
188,sekl
189,Master P
191,ZyKloN B
192,MORFEUS
194,Gucci
195,Werner
196,tnt22
197,Eingeborener
198,Nick1989
199,Trutz
200,Verbal
201,SnakePr0luck0r
202,HiQ
203,TerraMech
205,CONAN
206,gunwee
207,DestumteseL
208,sathya
210,almaacustica
211,Snip3r WarfaCe
212,flingpoo
213,lefty
214,Oberpansen
215,PackMan
216,GdN
217,Enk
218,SpidstaX
219,De_Schlaefer
220,maRv
222,trbute
223,WaSSerMelOne
224,Des0
225,mischgiri
226,JuZak
227,m0rpH
229,grOm
230,mr.weed
231,Goth
232,Max
233,RuslisS
235,[Michi-the-One]
236,HumanPlayer
237,Mr_Dark1
238,Darkman9912
241,once-1
242,dimi1988
243,Bierno
244,JustinH
245,w0rdman
247,DJdaJam
248,cyrax
249,duff_man13
250,Red ScoRpioN
251,EXPERIENTE
252,Tak3r
253,Ph0eniX
254,DeusKO
255,wzD
257,qoop
258,Tobchen
259,youkai1
260,the_wiesli
261,helly
262,John Cena
263,Samus
264,MadCat
265,Azmodaii
267,r0Ll!k
268,ChEsTeR
269,olF
270,BeaTBoxX
271,Snoper
272,Morpheus91
273,Nameless
275,Fleder
276,JOKIO
277,Killing_Joke
278,lenni
279,BoMBeR
280,Bender_007
281,Shape
282,TRT
283,Snaq
284,Serious Sam
286,USFAN
287,eSky&lt;
290,Momo
291,h4z4rD 2K
293,Appelschorl
294,elyzius
295,Night Hawk
296,richard
297,NCC1701-A
298,The_Sam
299,Atom-Dragon
301,Download
302,Frostbite
303,HaiPunk
304,robinson crusoe
305,3RR0R
306,Don Philippe
307,UltraX
308,Linkee
309,Robert
311,MK_Ermac
312,mY|Link
313,Hoodlum
314,Antic@mp3r
317,waN1992
319,joscha
323,DeadMan
324,Anf&auml;nger
326,Kifferopi
327,Ich
328,Wave
329,ruth
330,Vertreter
331,Lan_Tier
332,Plagu3
334,ThomasGade
336,yoyoyo
337,yeahyeahyeah
338,88Wotan88
339,derfuchs
340,Fabianius
341,Strandedfan
344,halloKurt
345,FrEeMaN
346,mk
347,rummpl
348,Klein
349,Llanowarelfe
350,Anf&auml;nger2
352,Loozzer
353,irOnziOn
354,testuser
357,Master of Deasaster
358,chilly
359,SSign
360,Flyde
361,D C (faker)
362,Tommyfilms
364,Bad-Rat
365,TaKe
373,Shadow
374,Walze
375,Tictic
408,shinobiss3
411,Yeti87
414,spo.oky
415,Pat
416,Eadornos
417,Raper
418,Destroyer35
419,GIGI
421,PureZone
422,h4rdr0ck4
423,haircair
424,hamburger
425,paladin
426,dao
430,Falk5T
431,gajt
432,ROLLBRETT
434,stefan234
435,Fla$H
436,H2O
437,Nex@pl
438,da &lt;master&gt;
439,FBI
440,jeepohahyo
441,USP Tactical 45 | Sp
442,Sysmatic
444,Butterkeks
445,Anacuan
446,Clonker
449,Piret
450,Large
451,MadFun
452,harden
453,earl
454,Blue
455,Padde
457,Papa Tod
458,Ignaz DELUXE
459,ReiSender
460,Ghost
461,Zerocool
462,LUq
464,DarkAngel
466,Gamer
467,David
468,MVXA
469,turi
471,noop
472,Kneckebrot
473,JSniper
474,alu
475,The Killer
476,Dennis
477,Pumathekid
478,Alex_Dracki
479,Crosse
480,D@nger
481,N00bkiller
482,9404
484,Blade
485,Fin
486,xDannyOx
487,mh
488,MadByteDE
489,spreeg
490,Commodore Fabianus
491,Roxat
492,kiffer
493,Psychoeyes
494,kingjoernderdritte
495,coolmike
496,Globetrotter
497,Reaper
499,TwizZTA
500,mooch
501,prometheus
502,Christian Eide
503,glodzio
509,gameshoa
510,Dominostein1989
513,GodSquad
514,strandedfan321
516,CylonKc
518,koudelka
519,0rc@hn
520,Hektor II
521,deluxe
522,dave666
525,Mocurion
526,Ninja
527,Xhack
529,McMAMBO
530,1DLe Fr0g
532,Stranded_fan
533,diablodoc
536,Retroware.de
539,zoidas
541,Smile
542,FRAGMSTER
543,cs 2d freak
545,LAbreGUH
547,Justus
548,XCyron
549,martins
550,Black d.
551,SharC
554,Litzi
555,Geda
557,CeCiL
558,Vanakra
559,smoakbomb
560,[-&gt;HSJ&lt;-]Master
561,PMS
567,Dady Hawk
568,Chaosteil
570,goDx
571,Philip
572,Roli
573,Alien
574,CoderTimm
575,puppetofmasters
576,BaLsEn
577,Sanguinius
578,Confector
580,stee1
581,kikida
582,mc99
584,sergio_duacht
585,exxtaa
587,MuFFiNFTG
590,Son-Mabo
591,cannabiz
592,ferhat68
593,MaXaM
595,Kite
596,Fragmaster
598,Nordwinde
599,Battousai
601,Henke77
603,Glon
604,Sir Paul
605,pyros16
606,Blacky
608,FESER
609,Snipaa
610,SkyPlazzer
611,Nevermind
612,Fr&auml;gnaetigg
613,Master Lou
616,~AFK~Wurme~Yo~
617,Kong
618,Scorpion
620,Wuschel
621,Lord_Vader
623,maggie
626,gockelschubser
629,&sect;nake
631,GiZ
632,muhahahaha
634,oloKKO
635,snowdog
636,TheRealSephiroth
637,sojaBOONe
638,rongdo
640,Odi
641,k.o.g.
642,zero
643,miltonbr
644,CMLboneyard
646,Kanvasu
647,Mr Silence
648,[MHBS] 4n4k!n @[gaM]
650,&gt;&gt;Zero.-
651,mad duck
652,pallas
656,kkaction
658,Neo
659,Blade(Ger)[TIK]
660,icoon
662,GAGA
663,Ste-ve
665,Everlook
667,Gintec
668,Diego
671,mr.sparkles
673,MVB
676,Killer1985
677,chmielus_men
678,JDay
680,franz_hose
682,bratfisch
683,Esp3n:_
684,dEMolite
686,temporary
689,Ares
690,Kaltzifer
694,axmak
697,Thombstone
698,lordichan
699,Felipe32
700,sqitz
702,Cow fifty PL
703,Forum_Hunter
706,[MoD]-DarkHunter
707,@Bulletproof@
708,Holloway
709,XxzorroxX 2
710,guspav
712,Nobody34
713,spack13
716,Weber
718,wudi
719,Schnegi
722,Djungle
723,Tuareg
724,SgtJames
728,Master Killer
731,King Kong
732,HW
733,Neiko
736,4n4k!n
737,.::king-geko::.
738,lano
739,kai
740,BloodKnight
741,P4nix
743,Camper_Strike&reg;
744,LittleSnipes
745,nomy
746,drxNDEGTt
747,arrolito
749,santiagoo
750,PhiWo
751,Spider
754,Tre
755,Ben50
756,V3N0M
757,EvilHack
759,4player_web
760,DaZZer
761,thienchuong1411
765,tsx87
766,masterray
768,Mr Ast
773,JuniorR
774,Willy
775,Denny888
776,heudy
778,GeCe-eMeS
781,sONIc
783,g_hot_bg
785,Soner
788,yusuf
791,H@nnes1991
792,Steve
793,Mr. Kuharsch
794,Maddin
797,jeffy
799,Messias
800,Nobody14
801,| pHoEn!X |
802,Fat Joe
803,1NK0GN1T0-
804,flashn00b
806,Dark Wizard
809,H@nnes
810,Knartz
811,aa
814,roshi
816,Mathias-Kwiatkowski
817,Thomaschaaf
818,igormcr
819,PSPoltergeist
820,Funbraker
821,chris2712
822,Dark
823,Northwind
824,ELMO
825,Disclaimer
826,123abc456def
827,FrozenWaterFox
828,fluppy
831,Ping
832,ppz816
837,Cooly
838,Sepile
839,Fexzz
840,maurice
841,FaTaL
842,overlord
843,IceHouse
845,tuitam
846,Grim_demon
848,BP
849,iminlovewithastrippe
850,davidsung
852,Daznerus
853,Road Dogg
854,Sniper
857,Undertaker
858,Lion
860,Ersatz
861,Raimond
862,Karleken
863,pizzikripss
864,nastyness
865,AK7
866,wiesel
868,nervenklau
869,FredK
871,aTILLA
872,NWA
873,BikerBoy
874,sy_one
875,carlosrcb
876,CORE
877,mad_prof
878,5 cent
880,razzi
882,Eichelh&ouml;rnchen
883,Ramses
884,starca456
885,afroman
886,nellystyle
887,fox
889,Ciccio
891,160312
892,Popelmaus
893,RC | Luis Rua Morte
894,ja
895,XtC
897,Meecrob
898,Icereed
899,LilM
900,Tr!xX4
901,mathmiranda
903,r0fl
904,Schr&ouml;diger
905,toilamadoi
906,Ladyluna
907,lukas rene
908,Armin
909,nokz.
910,xiao
911,Philipp-Mark
912,kniL
913,Fix
914,Dream Angel
915,racoon
917,Mr. Cool
918,bighead
919,PUSHA
920,mc-muco
921,Codestar
923,Frame
924,pudding
925,KILLER_44
927,steve-o
928,basti
929,Thunderflame
933,terminator123
935,TM
936,Junkprogger
937,snotchy
938,bmxerbcs
941,RP
942,bunny-non-german
943,Falkenauge
946,M.O.D
947,KoRn
948,Strik3r
949,DW
951,oswisho
952,mitch
954,juliuz
955,SirDark
956,mrc
958,CoolRun
959,M4rcio
962,Genesis
971,Sheyla
980,SecretKiller
988,cdart05
991,Mrsoftie
994,edgarcito
996,R3D1
998,clan7
1005,Magik
1007,Alpha-Leader28
1011,DIMON
1012,DiabloDX
1013,naz
1017,Mole
1019,munx
1021,shadow001
1023,SonicSpeedball
1024,srdjan
1025,Grimstorm
1026,Dedeyez
1027,Setei
1028,nex
1029,ljUSTiNl
1030,Ataris
1035,uboot
1037,thesnake
1038,ROFLOLMAO
1040,chaot
1042,Laias
1043,Rone
1045,terrorist101
1046,Cowsaymoo
1047,Mario
1049,coolman
1051,Janis LT
1053,elite_t-virus
1054,_DaVi_
1057,jedi_justin
1058,arminsariri
1059,Canadian_Army
1063,Densigner
1064,kuifje
1066,Drayku
1067,lenz-_-
1070,Velemir
1071,bod
1072,Niborius
1073,Sundead
1074,ujim
1075,NP_Beta
1076,Jksnk
1077,holyhandgrenade
1080,turner2
1081,Zoraxe
1084,-tec-
1086,boo100
1087,Flying Lizard
1088,Hajabusa
1090,BOOKIE HEAD
1091,avenged
1092,jimmy
1093,Cheech
1095,TCB
1096,Turmfalke
1097,Jingo
1103,00zd
1104,Locke
1105,Nightbringer
1106,c0Ld_D3th
1109,Weasel
1110,Manino de rua
1111,maxrbig
1112,yamiyugi422
1113,ADY
1114,KingKiller
1115,NOHHAH
1117,MrMan
1122,Radament
1123,Iq Unlimited
1124,Boredum_Risen
1125,RoninKenshin
1126,billkill
1127,aperson
1128,AK25
1130,lemgon
1131,irondiego8
1132,profpatsch
1133,Stoned 24H
1134,bastman
1135,Social_Butterfly
1136,kondii
1138,sOn_of_a_BirCH
1140,Whizzman
1141,owndbygrant
1142,martin
1144,stealth
1145,ShadowRazer
1146,Fesoj
1148,Armeniashots
1149,born2die
1150,Geozone
1151,frank26080115
1152,Shawnanator
1153,helldummy
1154,project_260
1155,ErLite
1156,jack
1157,MadHunter
1158,Esko
1159,GeBR Unknown
1160,CardBoardBox
1161,imatux
1165,LaLaTT
1166,9xmen9
1167,C-T Man
1168,memetscc
1169,J45
1171,IrishMob
1172,Zandro0
1174,batista
1175,lgvn
1178,Giasumaru
1179,Bigbear
1180,killchilliwackians
1183,darwish
1184,Silent_Control
1185,THEBIGONE
1187,spongebob15a
1188,chainsoar
1189,T2K
1191,Alpha ent
1192,stefan king
1195,BAD ASS
1196,b_b Bomber
1197,Johncena
1198,xprof
1200,Pac
1202,Khaos0
1203,Pfirsicheistee
1204,Nikoloja
1208,The Oracle File
1209,MC Hillefrank
1210,RyuHayabusa
1211,Eagledk
1212,Lt_Blade
1214,ragnarock
1215,Jamal
1216,Bomberman
1217,Aram
1218,Skargoth
1219,Feteo
1220,Nachtfalter
1221,MasterHawk
1222,PaidProgram
1223,stony2k
1226,x7JaK7x
1227,BockWurst
1229,MakenBaken
1232,Gr&uuml;tze
1235,The G-Man
1236,noohoolk
1238,Nige111
1239,AtotheizzO
1240,Gabrielitox
1241,Angel-sanctuary
1243,Starwar
1244,labo88
1246,Shadowdown
1247,KimKat
1248,PSP
1250,Velkorn
1251,tore
1252,biggi
1253,hurleon
1254,sk1p
1255,Chaos
1256,FireDragon
1259,RalF
1260,pirana
1261,maor
1264,Mirco
1266,enrix
1270,bitek
1271,prestosd
1274,Racoon380
1275,Kara
1276,estiven
1277,Ghost_max
1278,davy123
1280,Twistedlly
1281,Kifferopa
1282,Jimmy Woo
1283,knifelord
1284,fragezeichen
1286,biscx
1287,peacemaker
1288,zeeke
1290,Rickkest
1292,Bram
1295,AndyVN
